"","ensembl_transcript_short","UTR_ID","alternative_UTR","ensembl_transcript_id","gene_id","V1","V4","V5","V7","hgnc_symbol","ensembl_gene_id"
"2220","ENST00000512325","utr_60923","","ENST00000512325.3","GAK-019","chr4",932188,932317,"-","GAK","ENSG00000178950"
"2221","ENST00000512338","utr_54463","","ENST00000512338.1","CNBP-008","chr3",129183776,129183922,"-","CNBP","ENSG00000169714"
"2222","ENST00000512338","utr_54464","","ENST00000512338.1","CNBP-008","chr3",129171758,129171771,"-","CNBP","ENSG00000169714"
"2223","ENST00000512625","utr_72890","alternative_5_UTR","ENST00000512625.5","RAI14-017","chr5",34686385,34686440,"+","RAI14","ENSG00000039560"
"2224","ENST00000512625","utr_72891","alternative_5_UTR","ENST00000512625.5","RAI14-017","chr5",34686872,34686919,"+","RAI14","ENSG00000039560"
"2225","ENST00000512629","utr_72836","","ENST00000512629.5","RAI14-007","chr5",34656439,34656475,"+","RAI14","ENSG00000039560"
"2226","ENST00000512629","utr_72837","","ENST00000512629.5","RAI14-007","chr5",34686872,34686919,"+","RAI14","ENSG00000039560"
"2227","ENST00000512635","utr_78071","","ENST00000512635.2","PRRC1-003","chr5",127517656,127517776,"+","PRRC1","ENSG00000164244"
"2228","ENST00000512635","utr_78072","","ENST00000512635.2","PRRC1-003","chr5",127523460,127523479,"+","PRRC1","ENSG00000164244"
"2229","ENST00000512766","utr_71136","alternative_5_UTR","ENST00000512766.5","DCTD-007","chr4",182917288,182917477,"-","DCTD","ENSG00000129187"
"2230","ENST00000512766","utr_71137","alternative_5_UTR","ENST00000512766.5","DCTD-007","chr4",182916419,182916539,"-","DCTD","ENSG00000129187"
"2231","ENST00000512766","utr_71138","alternative_5_UTR","ENST00000512766.5","DCTD-007","chr4",182915881,182915888,"-","DCTD","ENSG00000129187"
"2232","ENST00000512766","utr_71139","alternative_5_UTR","ENST00000512766.5","DCTD-007","chr4",182915569,182915575,"-","DCTD","ENSG00000129187"
"2233","ENST00000512876","utr_79612","","ENST00000512876.5","MATR3-028","chr5",139293674,139293772,"+","MATR3","ENSG00000015479"
"2234","ENST00000512876","utr_79613","","ENST00000512876.5","MATR3-028","chr5",139314675,139314736,"+","MATR3","ENSG00000015479"
"2235","ENST00000512876","utr_79614","","ENST00000512876.5","MATR3-028","chr5",139315697,139315736,"+","MATR3","ENSG00000015479"
"2236","ENST00000512944","utr_71908","","ENST00000512944.5","EXOC3-001","chr5",443158,443290,"+","EXOC3","ENSG00000180104"
"2237","ENST00000512944","utr_71909","","ENST00000512944.5","EXOC3-001","chr5",446150,446205,"+","EXOC3","ENSG00000180104"
"2238","ENST00000513274","utr_55664","alternative_5_UTR","ENST00000513274.5","COPB2-008","chr3",139389469,139389648,"-","COPB2","ENSG00000184432"
"2239","ENST00000513274","utr_55665","alternative_5_UTR","ENST00000513274.5","COPB2-008","chr3",139385004,139385200,"-","COPB2","ENSG00000184432"
"2240","ENST00000513274","utr_55666","alternative_5_UTR","ENST00000513274.5","COPB2-008","chr3",139383352,139383435,"-","COPB2","ENSG00000184432"
"2241","ENST00000513317","utr_71413","alternative_5_UTR","ENST00000513317.5","ACSL1-007","chr4",184805527,184805788,"-","ACSL1","ENSG00000151726"
"2242","ENST00000513317","utr_71414","alternative_5_UTR","ENST00000513317.5","ACSL1-007","chr4",184803515,184803546,"-","ACSL1","ENSG00000151726"
"2243","ENST00000513348","utr_71142","","ENST00000513348.5","DCTD-012","chr4",182917314,182917345,"-","DCTD","ENSG00000129187"
"2244","ENST00000513352","utr_65503","","ENST00000513352.1","NUP54-010","chr4",76148375,76148397,"-","NUP54","ENSG00000138750"
"2245","ENST00000513678","utr_79615","alternative_5_UTR","ENST00000513678.5","MATR3-035","chr5",139293680,139293805,"+","MATR3","ENSG00000015479"
"2246","ENST00000513678","utr_79616","alternative_5_UTR","ENST00000513678.5","MATR3-035","chr5",139314675,139314734,"+","MATR3","ENSG00000015479"
"2247","ENST00000513710","utr_77051","","ENST00000513710.3","WDR36-010","chr5",111092314,111092456,"+","WDR36","ENSG00000134987"
"2248","ENST00000513974","utr_72833","alternative_5_UTR","ENST00000513974.5","RAI14-010","chr5",34656432,34656475,"+","RAI14","ENSG00000039560"
"2249","ENST00000513974","utr_72834","alternative_5_UTR","ENST00000513974.5","RAI14-010","chr5",34658996,34659072,"+","RAI14","ENSG00000039560"
"2250","ENST00000513974","utr_72835","alternative_5_UTR","ENST00000513974.5","RAI14-010","chr5",34686872,34686919,"+","RAI14","ENSG00000039560"
"2251","ENST00000514036","utr_72866","alternative_5_UTR","ENST00000514036.5","RAI14-015","chr5",34684552,34684715,"+","RAI14","ENSG00000039560"
"2252","ENST00000514036","utr_72867","alternative_5_UTR","ENST00000514036.5","RAI14-015","chr5",34685032,34685081,"+","RAI14","ENSG00000039560"
"2253","ENST00000514036","utr_72868","alternative_5_UTR","ENST00000514036.5","RAI14-015","chr5",34686872,34686919,"+","RAI14","ENSG00000039560"
"2254","ENST00000514194","utr_78123","","ENST00000514194.5","ISOC1-002","chr5",129094751,129094766,"+","ISOC1","ENSG00000066583"
"2255","ENST00000514488","utr_79637","alternative_5_UTR","ENST00000514488.1","MATR3-043","chr5",139294530,139294616,"+","MATR3","ENSG00000015479"
"2256","ENST00000514488","utr_79638","alternative_5_UTR","ENST00000514488.1","MATR3-043","chr5",139307239,139307415,"+","MATR3","ENSG00000015479"
"2257","ENST00000514508","utr_55670","alternative_5_UTR","ENST00000514508.1","COPB2-007","chr3",139389548,139389670,"-","COPB2","ENSG00000184432"
"2258","ENST00000514508","utr_55671","alternative_5_UTR","ENST00000514508.1","COPB2-007","chr3",139385004,139385200,"-","COPB2","ENSG00000184432"
"2259","ENST00000514508","utr_55672","alternative_5_UTR","ENST00000514508.1","COPB2-007","chr3",139383352,139383435,"-","COPB2","ENSG00000184432"
"2260","ENST00000514527","utr_72823","alternative_5_UTR","ENST00000514527.5","RAI14-022","chr5",34656399,34656475,"+","RAI14","ENSG00000039560"
"2261","ENST00000514527","utr_72824","alternative_5_UTR","ENST00000514527.5","RAI14-022","chr5",34667263,34667379,"+","RAI14","ENSG00000039560"
"2262","ENST00000514527","utr_72825","alternative_5_UTR","ENST00000514527.5","RAI14-022","chr5",34686872,34686919,"+","RAI14","ENSG00000039560"
"2263","ENST00000514528","utr_79636","","ENST00000514528.5","MATR3-033","chr5",139293965,139293980,"+","MATR3","ENSG00000015479"
"2264","ENST00000514647","utr_74458","alternative_5_UTR","ENST00000514647.5","IPO11-007","chr5",62403972,62404103,"+","IPO11","ENSG00000086200"
"2265","ENST00000514647","utr_74459","alternative_5_UTR","ENST00000514647.5","IPO11-007","chr5",62437274,62437279,"+","IPO11","ENSG00000086200"
"2266","ENST00000514754","utr_71140","alternative_5_UTR","ENST00000514754.5","DCTD-016","chr4",182916286,182916627,"-","DCTD","ENSG00000129187"
"2267","ENST00000514754","utr_71141","alternative_5_UTR","ENST00000514754.5","DCTD-016","chr4",182915569,182915575,"-","DCTD","ENSG00000129187"
"2268","ENST00000514873","utr_72842","alternative_5_UTR","ENST00000514873.5","RAI14-003","chr5",34656845,34656959,"+","RAI14","ENSG00000039560"
"2269","ENST00000514873","utr_72843","alternative_5_UTR","ENST00000514873.5","RAI14-003","chr5",34686872,34686919,"+","RAI14","ENSG00000039560"
"2270","ENST00000514901","utr_65502","","ENST00000514901.5","NUP54-009","chr4",76148375,76148398,"-","NUP54","ENSG00000138750"
"2271","ENST00000514987","utr_65491","","ENST00000514987.5","NUP54-004","chr4",76148375,76148397,"-","NUP54","ENSG00000138750"
"2272","ENST00000515006","utr_55661","","ENST00000515006.5","COPB2-010","chr3",139389551,139389640,"-","COPB2","ENSG00000184432"
"2273","ENST00000515030","utr_71379","alternative_5_UTR","ENST00000515030.5","ACSL1-011","chr4",184826525,184826818,"-","ACSL1","ENSG00000151726"
"2274","ENST00000515030","utr_71380","alternative_5_UTR","ENST00000515030.5","ACSL1-011","chr4",184803515,184803546,"-","ACSL1","ENSG00000151726"
"2275","ENST00000515421","utr_55024","alternative_5_UTR","ENST00000515421.1","CDV3-008","chr3",133574648,133574756,"+","CDV3","ENSG00000091527"
"2276","ENST00000515421","utr_55025","alternative_5_UTR","ENST00000515421.1","CDV3-008","chr3",133575039,133575104,"+","CDV3","ENSG00000091527"
"2277","ENST00000515448","utr_72878","","ENST00000515448.5","RAI14-016","chr5",34685704,34685814,"+","RAI14","ENSG00000039560"
"2278","ENST00000515448","utr_72879","","ENST00000515448.5","RAI14-016","chr5",34686872,34686919,"+","RAI14","ENSG00000039560"
"2279","ENST00000515576","utr_69082","","ENST00000515576.1","NAA15-003","chr4",139386168,139386230,"+","NAA15","ENSG00000164134"
"2280","ENST00000515576","utr_69083","","ENST00000515576.1","NAA15-003","chr4",139393591,139393602,"+","NAA15","ENSG00000164134"
"2281","ENST00000515601","utr_71911","","ENST00000515601.6","EXOC3-002","chr5",443233,443290,"+","EXOC3","ENSG00000180104"
"2282","ENST00000515601","utr_71912","","ENST00000515601.6","EXOC3-002","chr5",446150,446205,"+","EXOC3","ENSG00000180104"
"2283","ENST00000515700","utr_73392","alternative_5_UTR","ENST00000515700.5","DAB2-007","chr5",39424804,39424976,"-","DAB2","ENSG00000153071"
"2284","ENST00000515700","utr_73393","alternative_5_UTR","ENST00000515700.5","DAB2-007","chr5",39418181,39418345,"-","DAB2","ENSG00000153071"
"2285","ENST00000515700","utr_73394","alternative_5_UTR","ENST00000515700.5","DAB2-007","chr5",39417189,39417284,"-","DAB2","ENSG00000153071"
"2286","ENST00000515700","utr_73395","alternative_5_UTR","ENST00000515700.5","DAB2-007","chr5",39394321,39394421,"-","DAB2","ENSG00000153071"
"2287","ENST00000515799","utr_72869","","ENST00000515799.5","RAI14-006","chr5",34684554,34684775,"+","RAI14","ENSG00000039560"
"2288","ENST00000515799","utr_72870","","ENST00000515799.5","RAI14-006","chr5",34685032,34685081,"+","RAI14","ENSG00000039560"
"2289","ENST00000515799","utr_72871","","ENST00000515799.5","RAI14-006","chr5",34686872,34686955,"+","RAI14","ENSG00000039560"
"2290","ENST00000515799","utr_72872","","ENST00000515799.5","RAI14-006","chr5",34688068,34688203,"+","RAI14","ENSG00000039560"
"2291","ENST00000515869","utr_131806","","ENST00000515869.1","ERCC6-011","chr10",49539432,49539538,"-","ERCC6","ENSG00000225830"
"2292","ENST00000515869","utr_131807","","ENST00000515869.1","ERCC6-011","chr10",49532965,49532978,"-","ERCC6","ENSG00000225830"
"2293","ENST00000517337","utr_115968","alternative_5_UTR","ENST00000517337.1","NBN-013","chr8",89984208,89984237,"-","NBN","ENSG00000104320"
"2294","ENST00000517337","utr_115969","alternative_5_UTR","ENST00000517337.1","NBN-013","chr8",89982722,89982855,"-","NBN","ENSG00000104320"
"2295","ENST00000517337","utr_115970","alternative_5_UTR","ENST00000517337.1","NBN-013","chr8",89981953,89982002,"-","NBN","ENSG00000104320"
"2296","ENST00000517337","utr_115971","alternative_5_UTR","ENST00000517337.1","NBN-013","chr8",89981449,89981523,"-","NBN","ENSG00000104320"
"2297","ENST00000517421","utr_81219","","ENST00000517421.1","DCTN4-007","chr5",150758994,150759095,"-","DCTN4","ENSG00000132912"
"2298","ENST00000517485","utr_117946","alternative_5_UTR","ENST00000517485.5","RAD21-005","chr8",116874363,116874528,"-","RAD21","ENSG00000164754"
"2299","ENST00000517485","utr_117947","alternative_5_UTR","ENST00000517485.5","RAD21-005","chr8",116866730,116866761,"-","RAD21","ENSG00000164754"
"2300","ENST00000517490","utr_115876","","ENST00000517490.5","CPNE3-001","chr8",86514427,86514541,"+","CPNE3","ENSG00000085719"
"2301","ENST00000517490","utr_115877","","ENST00000517490.5","CPNE3-001","chr8",86515462,86515499,"+","CPNE3","ENSG00000085719"
"2302","ENST00000517490","utr_115878","","ENST00000517490.5","CPNE3-001","chr8",86528536,86528545,"+","CPNE3","ENSG00000085719"
"2303","ENST00000517551","utr_111079","","ENST00000517551.2","XPO7-012","chr8",21991726,21991896,"+","XPO7","ENSG00000130227"
"2304","ENST00000517559","utr_162850","alternative_5_UTR","ENST00000517559.5","LARP4-008","chr12",50401108,50401221,"+","LARP4","ENSG00000161813"
"2305","ENST00000517559","utr_162851","alternative_5_UTR","ENST00000517559.5","LARP4-008","chr12",50427762,50427909,"+","LARP4","ENSG00000161813"
"2306","ENST00000517559","utr_162852","alternative_5_UTR","ENST00000517559.5","LARP4-008","chr12",50428935,50428978,"+","LARP4","ENSG00000161813"
"2307","ENST00000517696","utr_115926","","ENST00000517696.1","RIPK2-003","chr8",89757817,89758060,"+","RIPK2","ENSG00000104312"
"2308","ENST00000517749","utr_117940","","ENST00000517749.1","RAD21-009","chr8",116848964,116849483,"-","RAD21","ENSG00000164754"
"2309","ENST00000517772","utr_115962","alternative_5_UTR","ENST00000517772.5","NBN-011","chr8",89981449,89981655,"-","NBN","ENSG00000104320"
"2310","ENST00000518015","utr_81210","alternative_5_UTR","ENST00000518015.5","DCTN4-009","chr5",150758586,150758698,"-","DCTN4","ENSG00000132912"
"2311","ENST00000518015","utr_81211","alternative_5_UTR","ENST00000518015.5","DCTN4-009","chr5",150757921,150757948,"-","DCTN4","ENSG00000132912"
"2312","ENST00000518015","utr_81212","alternative_5_UTR","ENST00000518015.5","DCTN4-009","chr5",150756452,150756487,"-","DCTN4","ENSG00000132912"
"2313","ENST00000518055","utr_117942","","ENST00000518055.1","RAD21-010","chr8",116852053,116852251,"-","RAD21","ENSG00000164754"
"2314","ENST00000518221","utr_113793","alternative_5_UTR","ENST00000518221.5","MCM4-008","chr8",47960185,47960320,"+","MCM4","ENSG00000104738"
"2315","ENST00000518221","utr_113794","alternative_5_UTR","ENST00000518221.5","MCM4-008","chr8",47961131,47961144,"+","MCM4","ENSG00000104738"
"2316","ENST00000518415","utr_112994","","ENST00000518415.5","TACC1-006","chr8",38728640,38728671,"+","TACC1","ENSG00000147526"
"2317","ENST00000518415","utr_112995","","ENST00000518415.5","TACC1-006","chr8",38742351,38742451,"+","TACC1","ENSG00000147526"
"2318","ENST00000518415","utr_112996","","ENST00000518415.5","TACC1-006","chr8",38744895,38745467,"+","TACC1","ENSG00000147526"
"2319","ENST00000518444","utr_162834","","ENST00000518444.5","LARP4-003","chr12",50400929,50401010,"+","LARP4","ENSG00000161813"
"2320","ENST00000518561","utr_162842","","ENST00000518561.5","LARP4-006","chr12",50400956,50401028,"+","LARP4","ENSG00000161813"
"2321","ENST00000518561","utr_162843","","ENST00000518561.5","LARP4-006","chr12",50412405,50412453,"+","LARP4","ENSG00000161813"
"2322","ENST00000518561","utr_162844","","ENST00000518561.5","LARP4-006","chr12",50427762,50427909,"+","LARP4","ENSG00000161813"
"2323","ENST00000518561","utr_162845","","ENST00000518561.5","LARP4-006","chr12",50428935,50428978,"+","LARP4","ENSG00000161813"
"2324","ENST00000518721","utr_118670","","ENST00000518721.5","ASAP1-001","chr8",130443460,130443660,"-","ASAP1","ENSG00000153317"
"2325","ENST00000518721","utr_118671","","ENST00000518721.5","ASAP1-001","chr8",130401944,130401970,"-","ASAP1","ENSG00000153317"
"2326","ENST00000518906","utr_84031","","ENST00000518906.1","GFPT2-005","chr5",180331600,180331648,"-","GFPT2","ENSG00000131459"
"2327","ENST00000519078","utr_132403","alternative_5_UTR","ENST00000519078.6","CDK1-013","chr10",60778331,60778459,"+","CDK1","ENSG00000170312"
"2328","ENST00000519078","utr_132404","alternative_5_UTR","ENST00000519078.6","CDK1-013","chr10",60780141,60780165,"+","CDK1","ENSG00000170312"
"2329","ENST00000519170","utr_113804","","ENST00000519170.1","MCM4-009","chr8",47961497,47961595,"+","MCM4","ENSG00000104738"
"2330","ENST00000519416","utr_112983","","ENST00000519416.5","TACC1-004","chr8",38728186,38728671,"+","TACC1","ENSG00000147526"
"2331","ENST00000519416","utr_112984","","ENST00000519416.5","TACC1-004","chr8",38788704,38788819,"+","TACC1","ENSG00000147526"
"2332","ENST00000519416","utr_112985","","ENST00000519416.5","TACC1-004","chr8",38819522,38819829,"+","TACC1","ENSG00000147526"
"2333","ENST00000519426","utr_115961","","ENST00000519426.5","NBN-010","chr8",89984562,89984619,"-","NBN","ENSG00000104320"
"2334","ENST00000519472","utr_112017","alternative_5_UTR","ENST00000519472.5","CLU-015","chr8",27614655,27614681,"-","CLU","ENSG00000120885"
"2335","ENST00000519472","utr_112018","alternative_5_UTR","ENST00000519472.5","CLU-015","chr8",27610572,27610600,"-","CLU","ENSG00000120885"
"2336","ENST00000519513","utr_111490","","ENST00000519513.5","BIN3-002","chr8",22669044,22669113,"-","BIN3","ENSG00000147439"
"2337","ENST00000519513","utr_111491","","ENST00000519513.5","BIN3-002","chr8",22644755,22644803,"-","BIN3","ENSG00000147439"
"2338","ENST00000519513","utr_111492","","ENST00000519513.5","BIN3-002","chr8",22630577,22630578,"-","BIN3","ENSG00000147439"
"2339","ENST00000519698","utr_40118","","ENST00000519698.1","DNPEP-016","chr2",219399926,219400006,"-","DNPEP","ENSG00000123992"
"2340","ENST00000519742","utr_112010","alternative_5_UTR","ENST00000519742.5","CLU-011","chr8",27611830,27611966,"-","CLU","ENSG00000120885"
"2341","ENST00000519742","utr_112011","alternative_5_UTR","ENST00000519742.5","CLU-011","chr8",27610572,27610600,"-","CLU","ENSG00000120885"
"2342","ENST00000519830","utr_112426","","ENST00000519830.1","DCTN6-006","chr8",30156375,30156383,"+","DCTN6","ENSG00000104671"
"2343","ENST00000519837","utr_117948","alternative_5_UTR","ENST00000519837.5","RAD21-011","chr8",116874250,116874360,"-","RAD21","ENSG00000164754"
"2344","ENST00000519837","utr_117949","alternative_5_UTR","ENST00000519837.5","RAD21-011","chr8",116866730,116866761,"-","RAD21","ENSG00000164754"
"2345","ENST00000519905","utr_40122","","ENST00000519905.1","DNPEP-017","chr2",219399866,219399981,"-","DNPEP","ENSG00000123992"
"2346","ENST00000519905","utr_40123","","ENST00000519905.1","DNPEP-017","chr2",219393611,219393748,"-","DNPEP","ENSG00000123992"
"2347","ENST00000519905","utr_40124","","ENST00000519905.1","DNPEP-017","chr2",219388702,219388748,"-","DNPEP","ENSG00000123992"
"2348","ENST00000519905","utr_40125","","ENST00000519905.1","DNPEP-017","chr2",219387158,219387163,"-","DNPEP","ENSG00000123992"
"2349","ENST00000520292","utr_111502","","ENST00000520292.1","BIN3-011","chr8",22669052,22669122,"-","BIN3","ENSG00000147439"
"2350","ENST00000520340","utr_112991","","ENST00000520340.5","TACC1-026","chr8",38728588,38728671,"+","TACC1","ENSG00000147526"
"2351","ENST00000520340","utr_112992","","ENST00000520340.5","TACC1-026","chr8",38742351,38742398,"+","TACC1","ENSG00000147526"
"2352","ENST00000520342","utr_118673","","ENST00000520342.5","ASAP1-010","chr8",130246966,130247042,"-","ASAP1","ENSG00000153317"
"2353","ENST00000520342","utr_118674","","ENST00000520342.5","ASAP1-010","chr8",130236922,130236994,"-","ASAP1","ENSG00000153317"
"2354","ENST00000520342","utr_118675","","ENST00000520342.5","ASAP1-010","chr8",130214556,130214701,"-","ASAP1","ENSG00000153317"
"2355","ENST00000520342","utr_118676","","ENST00000520342.5","ASAP1-010","chr8",130188109,130188183,"-","ASAP1","ENSG00000153317"
"2356","ENST00000520342","utr_118677","","ENST00000520342.5","ASAP1-010","chr8",130187236,130187285,"-","ASAP1","ENSG00000153317"
"2357","ENST00000520342","utr_118678","","ENST00000520342.5","ASAP1-010","chr8",130180835,130180880,"-","ASAP1","ENSG00000153317"
"2358","ENST00000520382","utr_81437","","ENST00000520382.5","ATOX1-004","chr5",151753815,151753895,"-","ATOX1","ENSG00000177556"
"2359","ENST00000520382","utr_81438","","ENST00000520382.5","ATOX1-004","chr5",151751759,151751779,"-","ATOX1","ENSG00000177556"
"2360","ENST00000520491","utr_112012","alternative_5_UTR","ENST00000520491.5","CLU-016","chr8",27611075,27611218,"-","CLU","ENSG00000120885"
"2361","ENST00000520491","utr_112013","alternative_5_UTR","ENST00000520491.5","CLU-016","chr8",27610572,27610600,"-","CLU","ENSG00000120885"
"2362","ENST00000520611","utr_113021","","ENST00000520611.1","TACC1-016","chr8",38820547,38820635,"+","TACC1","ENSG00000147526"
"2363","ENST00000520611","utr_113022","","ENST00000520611.1","TACC1-016","chr8",38827168,38827375,"+","TACC1","ENSG00000147526"
"2364","ENST00000520611","utr_113023","","ENST00000520611.1","TACC1-016","chr8",38831125,38831150,"+","TACC1","ENSG00000147526"
"2365","ENST00000520615","utr_112987","","ENST00000520615.5","TACC1-002","chr8",38728190,38728671,"+","TACC1","ENSG00000147526"
"2366","ENST00000520615","utr_112988","","ENST00000520615.5","TACC1-002","chr8",38788704,38788819,"+","TACC1","ENSG00000147526"
"2367","ENST00000520615","utr_112989","","ENST00000520615.5","TACC1-002","chr8",38819522,38819829,"+","TACC1","ENSG00000147526"
"2368","ENST00000520637","utr_113805","","ENST00000520637.1","MCM4-011","chr8",47964592,47964594,"+","MCM4","ENSG00000104738"
"2369","ENST00000520694","utr_40112","","ENST00000520694.5","DNPEP-018","chr2",219387795,219387796,"-","DNPEP","ENSG00000123992"
"2370","ENST00000520796","utr_112008","alternative_5_UTR","ENST00000520796.5","CLU-017","chr8",27611110,27611205,"-","CLU","ENSG00000120885"
"2371","ENST00000520796","utr_112009","alternative_5_UTR","ENST00000520796.5","CLU-017","chr8",27610572,27610600,"-","CLU","ENSG00000120885"
"2372","ENST00000520829","utr_112420","","ENST00000520829.5","DCTN6-003","chr8",30156369,30156383,"+","DCTN6","ENSG00000104671"
"2373","ENST00000520850","utr_75345","","ENST00000520850.5","TNPO1-011","chr5",72816649,72816737,"+","TNPO1","ENSG00000083312"
"2374","ENST00000520927","utr_118679","","ENST00000520927.5","ASAP1-016","chr8",130427734,130427802,"-","ASAP1","ENSG00000153317"
"2375","ENST00000520927","utr_118680","","ENST00000520927.5","ASAP1-016","chr8",130401944,130401970,"-","ASAP1","ENSG00000153317"
"2376","ENST00000520973","utr_113010","alternative_5_UTR","ENST00000520973.5","TACC1-015","chr8",38788106,38788246,"+","TACC1","ENSG00000147526"
"2377","ENST00000520973","utr_113011","alternative_5_UTR","ENST00000520973.5","TACC1-015","chr8",38788704,38788819,"+","TACC1","ENSG00000147526"
"2378","ENST00000520973","utr_113012","alternative_5_UTR","ENST00000520973.5","TACC1-015","chr8",38819522,38819829,"+","TACC1","ENSG00000147526"
"2379","ENST00000520992","utr_117944","alternative_5_UTR","ENST00000520992.5","RAD21-006","chr8",116874310,116874424,"-","RAD21","ENSG00000164754"
"2380","ENST00000520992","utr_117945","alternative_5_UTR","ENST00000520992.5","RAD21-006","chr8",116866730,116866761,"-","RAD21","ENSG00000164754"
"2381","ENST00000521050","utr_112999","","ENST00000521050.5","TACC1-008","chr8",38757277,38757332,"+","TACC1","ENSG00000147526"
"2382","ENST00000521075","utr_118640","","ENST00000521075.5","ASAP1-002","chr8",130401944,130401968,"-","ASAP1","ENSG00000153317"
"2383","ENST00000521264","utr_81432","","ENST00000521264.5","ATOX1-002","chr5",151752317,151752426,"-","ATOX1","ENSG00000177556"
"2384","ENST00000521426","utr_118694","","ENST00000521426.5","ASAP1-007","chr8",130386671,130386877,"-","ASAP1","ENSG00000153317"
"2385","ENST00000521426","utr_118695","","ENST00000521426.5","ASAP1-007","chr8",130361708,130361771,"-","ASAP1","ENSG00000153317"
"2386","ENST00000521448","utr_81213","","ENST00000521448.5","DCTN4-008","chr5",150758994,150759020,"-","DCTN4","ENSG00000132912"
"2387","ENST00000521459","utr_40101","","ENST00000521459.5","DNPEP-019","chr2",219387795,219387834,"-","DNPEP","ENSG00000123992"
"2388","ENST00000521528","utr_113007","alternative_5_UTR","ENST00000521528.6","TACC1-020","chr8",38788106,38788246,"+","TACC1","ENSG00000147526"
"2389","ENST00000521528","utr_113008","alternative_5_UTR","ENST00000521528.6","TACC1-020","chr8",38788704,38788819,"+","TACC1","ENSG00000147526"
"2390","ENST00000521528","utr_113009","alternative_5_UTR","ENST00000521528.6","TACC1-020","chr8",38819522,38819829,"+","TACC1","ENSG00000147526"
"2391","ENST00000521533","utr_81217","alternative_5_UTR","ENST00000521533.1","DCTN4-012","chr5",150758306,150758504,"-","DCTN4","ENSG00000132912"
"2392","ENST00000521533","utr_81218","alternative_5_UTR","ENST00000521533.1","DCTN4-012","chr5",150756452,150756487,"-","DCTN4","ENSG00000132912"
"2393","ENST00000521642","utr_112998","","ENST00000521642.5","TACC1-007","chr8",38757239,38757332,"+","TACC1","ENSG00000147526"
"2394","ENST00000521728","utr_81208","","ENST00000521728.5","DCTN4-013","chr5",150742818,150743159,"-","DCTN4","ENSG00000132912"
"2395","ENST00000521728","utr_81209","","ENST00000521728.5","DCTN4-013","chr5",150742114,150742157,"-","DCTN4","ENSG00000132912"
"2396","ENST00000521935","utr_113014","alternative_5_UTR","ENST00000521935.5","TACC1-029","chr8",38788163,38788291,"+","TACC1","ENSG00000147526"
"2397","ENST00000521935","utr_113015","alternative_5_UTR","ENST00000521935.5","TACC1-029","chr8",38788704,38788819,"+","TACC1","ENSG00000147526"
"2398","ENST00000521935","utr_113016","alternative_5_UTR","ENST00000521935.5","TACC1-029","chr8",38819522,38819829,"+","TACC1","ENSG00000147526"
"2399","ENST00000522085","utr_162828","","ENST00000522085.5","LARP4-004","chr12",50400908,50401010,"+","LARP4","ENSG00000161813"
"2400","ENST00000522141","utr_112415","","ENST00000522141.5","DCTN6-005","chr8",30156319,30156383,"+","DCTN6","ENSG00000104671"
"2401","ENST00000522238","utr_112022","alternative_5_UTR","ENST00000522238.1","CLU-010","chr8",27613578,27614243,"-","CLU","ENSG00000120885"
"2402","ENST00000522238","utr_112023","alternative_5_UTR","ENST00000522238.1","CLU-010","chr8",27610572,27610600,"-","CLU","ENSG00000120885"
"2403","ENST00000522240","utr_115897","alternative_5_UTR","ENST00000522240.1","CPNE3-009","chr8",86514562,86514722,"+","CPNE3","ENSG00000085719"
"2404","ENST00000522240","utr_115898","alternative_5_UTR","ENST00000522240.1","CPNE3-009","chr8",86515462,86515499,"+","CPNE3","ENSG00000085719"
"2405","ENST00000522240","utr_115899","alternative_5_UTR","ENST00000522240.1","CPNE3-009","chr8",86528536,86528545,"+","CPNE3","ENSG00000085719"
"2406","ENST00000522268","utr_111505","","ENST00000522268.1","BIN3-007","chr8",22669052,22669148,"-","BIN3","ENSG00000147439"
"2407","ENST00000522314","utr_81434","","ENST00000522314.5","ATOX1-006","chr5",151751759,151752118,"-","ATOX1","ENSG00000177556"
"2408","ENST00000522319","utr_116904","alternative_5_UTR","ENST00000522319.5","POP1-004","chr8",98117297,98117330,"+","POP1","ENSG00000104356"
"2409","ENST00000522319","utr_116905","alternative_5_UTR","ENST00000522319.5","POP1-004","chr8",98123336,98123337,"+","POP1","ENSG00000104356"
"2410","ENST00000522413","utr_112014","alternative_5_UTR","ENST00000522413.5","CLU-013","chr8",27614655,27614692,"-","CLU","ENSG00000120885"
"2411","ENST00000522413","utr_112015","alternative_5_UTR","ENST00000522413.5","CLU-013","chr8",27614173,27614370,"-","CLU","ENSG00000120885"
"2412","ENST00000522413","utr_112016","alternative_5_UTR","ENST00000522413.5","CLU-013","chr8",27610572,27610600,"-","CLU","ENSG00000120885"
"2413","ENST00000522687","utr_111497","","ENST00000522687.5","BIN3-008","chr8",22669052,22669125,"-","BIN3","ENSG00000147439"
"2414","ENST00000522699","utr_117950","alternative_5_UTR","ENST00000522699.1","RAD21-004","chr8",116874206,116874360,"-","RAD21","ENSG00000164754"
"2415","ENST00000522699","utr_117951","alternative_5_UTR","ENST00000522699.1","RAD21-004","chr8",116866730,116866761,"-","RAD21","ENSG00000164754"
"2416","ENST00000522710","utr_81448","","ENST00000522710.1","ATOX1-003","chr5",151758552,151758656,"-","ATOX1","ENSG00000177556"
